review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source
29177,Brandon Love,31,Realme,Realme Narzo 70,275.18,AUD,1.53,2.0,Neutral,Australia,English,2024-04-18,True,3,2,1,2,2,2,Flipkart
29178,Gopal Mutti,35,Samsung,Galaxy Z Flip,1277.98,INR,83.0,4.0,Positive,India,Hindi,2023-09-13,True,2,3,5,2,4,2,Amazon
29179,Patricia Long,32,Google,Pixel 6,808.53,AUD,1.53,1.0,Negative,Australia,English,2023-08-26,True,1,1,1,1,1,1,eBay
29180,Herma Zorbach,25,Motorola,Edge 50,438.11,EUR,0.93,1.0,Negative,Germany,German,2024-10-26,True,2,1,3,1,1,1,AliExpress
29181,Shivani Majumdar,18,Samsung,Galaxy A55,1165.52,INR,83.0,2.0,Neutral,India,Hindi,2025-07-05,False,1,2,1,2,3,1,Flipkart
29182,Felipe da Luz,29,Xiaomi,Redmi Note 13,495.35,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-06-05,True,5,3,5,5,4,4,AliExpress
29183,Miss Charlotte Rose,21,OnePlus,OnePlus 12,616.31,GBP,0.78,4.0,Positive,UK,English,2024-12-13,False,3,4,3,5,5,6,Flipkart
29184,Diogo Casa Grande,43,Apple,iPhone SE,932.89,BRL,5.7,2.0,Negative,Brazil,Portuguese,2025-10-20,True,2,1,1,1,2,3,eBay
29185,Brenda Armstrong,30,Apple,iPhone 13,1201.93,AUD,1.53,3.0,Neutral,Australia,English,2025-05-17,True,3,2,2,2,3,0,Flipkart
29186,Jelena Koch II,41,Samsung,Galaxy A55,1273.04,EUR,0.93,2.0,Neutral,Germany,German,2023-01-23,True,2,1,1,1,2,0,eBay
29187,Victor Potter,45,Samsung,Galaxy A55,467.37,AUD,1.53,1.0,Negative,Australia,English,2023-02-11,True,1,1,2,1,1,4,Flipkart
29188,Rebeca Vargas,20,Samsung,Galaxy A55,495.41,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-03-15,True,1,1,1,1,1,2,eBay
29189,Maria Smith,28,Motorola,Moto G Power,347.28,USD,1.0,3.0,Neutral,USA,English,2023-09-14,False,2,4,3,2,4,3,BestBuy
29190,Jerome Giles,36,OnePlus,OnePlus 12,642.8,AED,3.67,2.0,Negative,UAE,English,2024-12-11,True,1,3,1,2,3,1,Amazon
29191,Jeremiah Chen,34,Realme,Realme 12 Pro,530.56,USD,1.0,2.0,Negative,USA,English,2024-05-27,True,1,1,1,2,1,1,AliExpress
29192,Karl Holland,30,Samsung,Galaxy A55,1046.86,CAD,1.38,2.0,Negative,Canada,English,2023-02-10,False,3,1,1,3,2,1,BestBuy
29193,Tina Smith,44,Xiaomi,Redmi Note 13,698.65,GBP,0.78,2.0,Neutral,UK,English,2024-03-14,True,1,1,1,2,3,2,BestBuy
29194,Hemal Lalla,43,Motorola,Moto G Power,283.34,INR,83.0,1.0,Neutral,India,Hindi,2023-06-18,True,1,1,1,2,2,3,Flipkart
29195,Nicholas Ruiz,48,Google,Pixel 8,799.52,CAD,1.38,1.0,Negative,Canada,English,2025-05-14,True,1,1,1,1,1,1,AliExpress
29196,Alexia Cirino,21,Xiaomi,Redmi Note 13,497.97,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-10-24,True,3,2,3,4,3,5,Amazon
29197,Jennifer Riley,43,Realme,Realme Narzo 70,354.66,USD,1.0,2.0,Negative,USA,English,2023-10-12,True,2,3,2,2,2,1,Amazon
29198,Jack Randhawa,63,Motorola,Moto G Power,746.33,INR,83.0,4.0,Positive,India,Hindi,2023-02-10,True,3,3,2,2,4,6,eBay
29199,Gareth Evans-Thorpe,46,OnePlus,OnePlus 12,920.98,GBP,0.78,3.0,Neutral,UK,English,2025-02-03,True,3,2,2,4,3,1,eBay
29200,Jessica Tucker,38,OnePlus,OnePlus 11R,815.19,AUD,1.53,4.0,Positive,Australia,English,2023-04-11,True,2,5,4,3,4,3,Flipkart
29201,Dr. Theodoro Pimenta,54,Xiaomi,Redmi Note 13,249.21,BRL,5.7,4.0,Positive,Brazil,Portuguese,2025-04-10,True,5,5,4,3,3,2,Flipkart
29202,Sara Gomez,23,Realme,Realme 12 Pro,597.67,AUD,1.53,4.0,Positive,Australia,English,2023-01-09,True,4,2,4,2,4,6,eBay
29203,Rachana Manda,21,Motorola,Razr 40,754.11,INR,83.0,1.0,Negative,India,Hindi,2023-06-01,True,1,2,1,1,1,2,Amazon
29204,Gautam Tiwari,35,Samsung,Galaxy Z Flip,1374.34,INR,83.0,5.0,Positive,India,Hindi,2024-08-10,True,5,5,4,4,4,6,BestBuy
29205,Brian Valenzuela,30,OnePlus,OnePlus 12,811.85,AUD,1.53,2.0,Neutral,Australia,English,2024-05-13,False,1,1,2,3,1,2,Amazon
29206,John Lee,22,Apple,iPhone 14,1331.52,CAD,1.38,5.0,Positive,Canada,English,2024-08-31,False,5,5,3,3,4,6,eBay
29207,Amber Johnson,44,Google,Pixel 6,1012.32,CAD,1.38,1.0,Negative,Canada,English,2023-11-17,False,1,1,1,1,1,2,AliExpress
29208,Jeremiah Panchal,30,Xiaomi,Redmi Note 13,368.82,INR,83.0,2.0,Negative,India,Hindi,2023-02-07,True,3,1,1,2,2,2,Amazon
29209,Ing. Yilmaz Kaul MBA.,37,Realme,Realme Narzo 70,370.3,EUR,0.93,5.0,Positive,Germany,German,2025-10-06,True,3,4,4,5,5,8,AliExpress
29210,Arya Varghese,36,Samsung,Galaxy Note 20,905.775,INR,83.0,3.0,Positive,India,Hindi,2024-12-21,False,4,5,3,2,3,4,eBay
29211,Hitesh Chaudry,34,Samsung,Galaxy Note 20,997.31,INR,83.0,2.0,Neutral,India,Hindi,2025-06-04,True,3,3,2,4,2,0,Amazon
29212,Dr William Hunt,36,OnePlus,OnePlus 11R,351.32,GBP,0.78,4.0,Positive,UK,English,2022-12-09,False,3,3,3,3,3,4,BestBuy
29213,Philippe Hethur,31,Xiaomi,Redmi Note 13,511.07,EUR,0.93,4.0,Positive,Germany,German,2024-02-29,True,3,4,4,3,3,4,Flipkart
29214,Bradley Lamb,24,Motorola,Moto G Power,447.73,USD,1.0,2.0,Negative,USA,English,2025-08-02,True,1,3,2,1,2,0,AliExpress
29215,Garima Bassi,21,Realme,Realme Narzo 70,410.58,INR,83.0,4.0,Neutral,India,Hindi,2024-12-03,True,3,3,5,4,5,1,eBay
29216,Michael Garcia,35,OnePlus,OnePlus 11R,434.76,AED,3.67,2.0,Positive,UAE,English,2025-05-19,False,3,1,3,2,2,4,BestBuy
29217,David Sachdeva,41,Xiaomi,Mi 13 Pro,588.3,INR,83.0,3.0,Positive,India,Hindi,2023-04-09,True,4,1,5,1,2,5,BestBuy
29218,Bishakha Manne,27,OnePlus,OnePlus 11R,914.09,INR,83.0,3.0,Positive,India,Hindi,2025-10-12,False,1,2,4,3,2,7,Flipkart
29219,Claus Aumann-Fliegner,36,Xiaomi,Poco X6,472.65,EUR,0.93,3.0,Neutral,Germany,German,2024-10-22,True,3,5,2,1,3,0,BestBuy
29220,David Chandler,19,Samsung,Galaxy Z Flip,1146.26,CAD,1.38,4.0,Positive,Canada,English,2022-12-10,True,5,3,3,4,4,6,Amazon
29221,Cynthia Maynard,31,Motorola,Moto G Power,591.61,AUD,1.53,5.0,Positive,Australia,English,2025-01-12,True,5,4,5,5,3,11,eBay
29222,Carlos Ramirez,18,Apple,iPhone 15 Pro,1266.49,USD,1.0,4.0,Positive,USA,English,2023-04-27,True,1,3,3,3,2,1,eBay
29223,Darlene Webb,28,Realme,Realme Narzo 70,538.98,USD,1.0,4.0,Neutral,USA,English,2025-03-17,False,3,5,5,3,4,3,Amazon
29224,Joel Noble-Khan,18,Realme,Realme Narzo 70,582.99,GBP,0.78,4.0,Positive,UK,English,2024-12-30,True,3,4,3,4,3,2,eBay
29225,Michael Craig,28,Xiaomi,Redmi Note 13,409.94,AUD,1.53,3.0,Positive,Australia,English,2024-03-21,True,3,3,1,2,3,6,BestBuy
29226,Ayla Gomes,37,Xiaomi,Mi 13 Pro,201.18,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-10-10,False,2,3,2,3,2,2,eBay
29227,Asafe Câmara,27,Samsung,Galaxy S24,888.435,BRL,5.7,1.0,Neutral,Brazil,Portuguese,2022-11-21,True,1,1,1,2,1,1,BestBuy
29228,Robert Lewis,26,Xiaomi,Poco X6,451.6,AUD,1.53,4.0,Positive,Australia,English,2025-07-30,True,4,4,4,4,4,8,AliExpress
29229,Sarah Carrillo,31,Google,Pixel 6,1024.35,AUD,1.53,2.0,Neutral,Australia,English,2024-11-18,True,4,1,1,3,3,2,BestBuy
29230,Thomas Juarez,35,Apple,iPhone 13,1490.56,AUD,1.53,4.0,Positive,Australia,English,2024-05-23,False,3,4,4,4,5,8,eBay
29231,Luis Morgan,37,Google,Pixel 7a,866.81,USD,1.0,3.0,Positive,USA,English,2025-09-27,True,5,4,5,4,4,5,eBay
29232,Deborah Hernandez,23,OnePlus,OnePlus 12,873.83,USD,1.0,2.0,Negative,USA,English,2023-02-04,True,3,1,3,1,2,4,BestBuy
29233,Srta. Raquel Pimenta,21,OnePlus,OnePlus Nord 3,912.91,BRL,5.7,1.0,Negative,Brazil,Portuguese,2023-02-01,True,2,1,1,2,1,1,AliExpress
29234,Levi Gomes,31,Motorola,Moto G Power,433.17,BRL,5.7,4.0,Positive,Brazil,Portuguese,2025-04-09,True,4,2,4,2,3,2,Amazon
29235,Eric Bennett,25,OnePlus,OnePlus 12,990.38,GBP,0.78,1.0,Negative,UK,English,2024-05-02,False,1,2,1,1,1,1,Amazon
29236,Amanda Hoffman,22,OnePlus,OnePlus Nord 3,931.58,CAD,1.38,2.0,Negative,Canada,English,2023-11-26,True,1,2,2,2,2,0,BestBuy
29237,Rosemary Rowley,22,OnePlus,OnePlus 11R,626.0,GBP,0.78,5.0,Positive,UK,English,2025-06-08,True,5,5,4,4,5,5,Amazon
29238,Miguel Rodriguez,33,Google,Pixel 6,956.58,AED,3.67,5.0,Positive,UAE,English,2024-11-02,True,4,5,5,3,5,7,BestBuy
29239,Heloisa Macedo,23,Google,Pixel 8,835.3,BRL,5.7,1.0,Neutral,Brazil,Portuguese,2024-02-10,True,1,1,2,1,1,1,AliExpress
29240,Miss Lesley Knight,18,Apple,iPhone 14,830.58,GBP,0.78,3.0,Neutral,UK,English,2025-08-18,True,3,4,1,1,4,2,BestBuy
29241,Mr Raymond Cross,29,OnePlus,OnePlus 12,435.82,GBP,0.78,3.0,Neutral,UK,English,2025-06-28,True,3,3,3,3,2,0,BestBuy
29242,Mareen Fechner B.A.,33,Xiaomi,Mi 13 Pro,639.09,EUR,0.93,1.0,Negative,Germany,German,2023-01-25,True,1,1,1,1,2,1,Amazon
29243,John Rodriguez,18,OnePlus,OnePlus 12,430.8,CAD,1.38,4.0,Positive,Canada,English,2023-11-16,True,4,4,3,2,4,4,BestBuy
29244,Matthew Smith,22,Samsung,Galaxy Note 20,725.32,USD,1.0,3.0,Positive,USA,English,2025-07-31,True,3,1,1,4,4,3,AliExpress
29245,Sophie Cook,33,Realme,Realme 12 Pro,243.99,GBP,0.78,4.0,Positive,UK,English,2025-09-09,True,1,4,3,4,3,2,eBay
29246,Dr. Joanna Petersen MD,29,Motorola,Edge 50,477.84,AED,3.67,1.0,Negative,UAE,English,2022-11-16,True,1,1,1,1,1,2,eBay
29247,Marc Lyons,34,Motorola,Razr 40,526.9,AUD,1.53,4.0,Positive,Australia,English,2024-12-07,True,4,4,4,4,3,5,eBay
29248,Prof. Esther Reichmann B.Sc.,46,Motorola,Moto G Power,692.13,EUR,0.93,3.0,Positive,Germany,German,2023-01-19,True,4,3,4,1,4,3,Amazon
29249,Kim Gross,26,Apple,iPhone 14,1094.51,CAD,1.38,5.0,Positive,Canada,English,2023-11-14,False,4,4,5,5,5,3,Flipkart
29250,Howard Dunn,25,OnePlus,OnePlus 11R,902.52,AED,3.67,3.0,Positive,UAE,English,2024-10-03,True,1,2,3,1,3,3,BestBuy
29251,Christopher Johnson,38,Apple,iPhone 15 Pro,849.17,AUD,1.53,2.0,Negative,Australia,English,2023-03-29,True,3,2,1,3,1,4,eBay
29252,Dean Thompson-Jackson,46,Apple,iPhone 13,759.51,GBP,0.78,5.0,Positive,UK,English,2024-07-21,True,5,5,4,5,4,7,BestBuy
29253,Vitória Nogueira,35,OnePlus,OnePlus 12,623.5,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-04-07,True,4,4,4,5,4,4,AliExpress
29254,Kevin Miles,37,Google,Pixel 7a,708.24,USD,1.0,4.0,Positive,USA,English,2023-09-25,True,3,3,3,2,3,2,eBay
29255,Renee Nelson,30,Xiaomi,Mi 13 Pro,595.89,AUD,1.53,4.0,Positive,Australia,English,2023-10-14,True,4,3,5,5,5,4,AliExpress
29256,Sheena Walker,32,Apple,iPhone 15 Pro,953.34,AUD,1.53,2.0,Negative,Australia,English,2025-06-05,True,2,1,2,3,1,2,AliExpress
29257,Dawn Payne,32,Samsung,Galaxy A55,1299.74,GBP,0.78,3.0,Neutral,UK,English,2023-12-26,True,3,4,1,1,3,1,BestBuy
29258,Joshua Moore,39,Google,Pixel 8,614.12,CAD,1.38,2.0,Neutral,Canada,English,2024-03-11,True,1,1,1,1,2,1,eBay
29259,Deborah Martinez,37,Apple,iPhone 14,1002.78,AUD,1.53,4.0,Positive,Australia,English,2025-02-11,True,2,5,4,3,4,5,Flipkart
29260,Megan Cervantes,36,Google,Pixel 8,613.66,AED,3.67,3.0,Neutral,UAE,English,2022-11-24,False,2,2,3,4,3,0,eBay
29261,Ms Molly Davies,30,Google,Pixel 6,1015.67,GBP,0.78,3.0,Positive,UK,English,2024-12-13,True,3,3,2,3,2,3,AliExpress
29262,Francesca Jones,18,Apple,iPhone SE,841.05,GBP,0.78,4.0,Positive,UK,English,2023-09-12,True,4,4,3,3,5,9,Amazon
29263,Bryan Dunn,29,Apple,iPhone 14,937.74,AUD,1.53,4.0,Positive,Australia,English,2024-03-14,False,4,2,5,2,3,6,Amazon
29264,Senta Steuer MBA.,27,OnePlus,OnePlus 12,989.89,EUR,0.93,3.0,Negative,Germany,German,2024-11-17,True,3,2,3,3,4,1,Amazon
29265,Erica Moore,44,Google,Pixel 8,797.89,AED,3.67,3.0,Negative,UAE,English,2025-08-18,True,1,1,1,1,1,4,AliExpress
29266,Caio Mendes,29,Xiaomi,Mi 13 Pro,609.58,BRL,5.7,4.0,Positive,Brazil,Portuguese,2025-09-05,True,4,4,5,5,4,2,eBay
29267,Megan Arnold,30,Apple,iPhone 15 Pro,1414.06,USD,1.0,2.0,Neutral,USA,English,2023-12-06,True,1,2,1,1,3,1,BestBuy
29268,Tarak Gokhale,40,Xiaomi,Redmi Note 13,378.45,INR,83.0,3.0,Positive,India,Hindi,2023-03-28,True,4,2,2,2,2,5,eBay
29269,Ana Carolina da Rosa,43,OnePlus,OnePlus Nord 3,952.82,BRL,5.7,4.0,Neutral,Brazil,Portuguese,2023-04-14,False,3,2,2,3,3,1,BestBuy
29270,Samantha Jackson,21,Realme,Realme 12 Pro,442.34,CAD,1.38,3.0,Positive,Canada,English,2024-05-06,False,2,3,4,3,1,3,Flipkart
29271,Nuri Stoll,27,Realme,Realme Narzo 70,392.82000000000005,EUR,0.93,4.0,Positive,Germany,German,2024-06-20,True,3,3,4,3,4,3,Amazon
29272,Amruta Goswami,20,Motorola,Moto G Power,209.7,INR,83.0,1.0,Negative,India,Hindi,2023-10-29,True,1,1,1,1,1,0,Flipkart
29273,Luana Campos,18,OnePlus,OnePlus Nord 3,669.4,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-08-01,True,4,4,5,2,5,6,AliExpress
29274,Waltrud Beckmann B.A.,46,Samsung,Galaxy A55,881.96,EUR,0.93,3.0,Neutral,Germany,German,2024-12-09,True,3,1,2,1,1,2,Flipkart
29275,Ethan Ramanathan,22,Samsung,Galaxy Z Flip,771.4,INR,83.0,1.0,Neutral,India,Hindi,2024-11-17,True,1,1,1,1,1,2,Flipkart
29276,Wiebke Schuchhardt,18,Apple,iPhone SE,1203.86,EUR,0.93,2.0,Positive,Germany,German,2025-09-03,True,1,2,1,1,1,5,BestBuy
29277,Amanda Anderson,26,Motorola,Razr 40,324.74,USD,1.0,3.0,Negative,USA,English,2022-11-14,True,1,1,1,3,4,2,Amazon
29278,Mr Scott Scott,25,Apple,iPhone SE,714.95,GBP,0.78,3.0,Neutral,UK,English,2023-01-10,False,3,3,2,4,3,4,BestBuy
29279,Sandy Lindau B.A.,36,Motorola,Razr 40,603.04,EUR,0.93,5.0,Positive,Germany,German,2024-08-15,True,5,2,4,4,4,6,eBay
29280,Christopher King,33,Xiaomi,Poco X6,693.4,USD,1.0,3.0,Neutral,USA,English,2023-05-22,True,3,2,2,2,1,3,AliExpress
29281,Jamie Jackson,28,Realme,Realme 12 Pro,197.28,AUD,1.53,3.0,Positive,Australia,English,2024-03-06,True,3,3,4,3,2,8,BestBuy
29282,Zachary Harris,20,Google,Pixel 7a,1079.59,USD,1.0,2.0,Neutral,USA,English,2023-03-27,True,1,1,1,2,2,2,eBay
29283,Anthony Hart,45,Xiaomi,Poco X6,627.31,AED,3.67,4.0,Positive,UAE,English,2022-12-26,False,4,3,4,3,3,4,BestBuy
29284,Dra. Maria Eduarda Novaes,37,OnePlus,OnePlus 11R,635.83,BRL,5.7,3.0,Positive,Brazil,Portuguese,2023-03-30,True,2,2,3,4,2,4,BestBuy
29285,Hazel Turner,33,Realme,Realme Narzo 70,279.25,GBP,0.78,1.0,Negative,UK,English,2024-09-10,True,1,1,1,1,1,5,Flipkart
29286,Lilija Heintze-Riehl,27,Samsung,Galaxy A55,1030.55,EUR,0.93,3.0,Positive,Germany,German,2023-03-05,True,1,3,4,1,3,9,Amazon
29287,Dipl.-Ing. Angelo Seidel B.A.,27,Samsung,Galaxy Z Flip,899.21,EUR,0.93,3.0,Positive,Germany,German,2025-05-14,True,4,1,4,3,4,8,BestBuy
29288,Ronald Waller,36,Realme,Realme 12 Pro,350.74,AUD,1.53,4.0,Neutral,Australia,English,2025-06-07,True,3,4,5,2,5,1,AliExpress
29289,Jeff Rice,33,Samsung,Galaxy Z Flip,446.29,AED,3.67,3.0,Negative,UAE,English,2024-10-18,False,2,2,2,2,1,4,eBay
29290,Eric Flynn,39,Samsung,Galaxy A55,1268.91,USD,1.0,2.0,Negative,USA,English,2025-10-19,False,3,1,3,2,2,0,BestBuy
29291,Melissa Contreras,26,Google,Pixel 6,956.62,USD,1.0,1.0,Negative,USA,English,2025-02-19,True,1,2,3,1,1,1,Flipkart
29292,Stacey Obrien,30,Motorola,Razr 40,511.44,AUD,1.53,4.0,Positive,Australia,English,2022-12-20,True,5,4,4,2,3,7,Flipkart
29293,Ms. Angelica Rowe DDS,24,Motorola,Moto G Power,422.54,USD,1.0,3.0,Neutral,USA,English,2023-01-03,True,3,3,2,3,3,2,AliExpress
29294,Stephen Simpson,18,Google,Pixel 8,1086.31,GBP,0.78,2.0,Negative,UK,English,2023-02-14,True,1,3,1,2,1,1,Flipkart
29295,Christopher Mcgee,29,OnePlus,OnePlus 12,615.31,AED,3.67,2.0,Negative,UAE,English,2023-11-06,False,1,1,2,1,1,3,Flipkart
29296,Dustin Smith,18,Realme,Realme 12 Pro,209.81,AED,3.67,5.0,Positive,UAE,English,2024-12-02,True,5,5,3,5,4,2,Amazon
29297,Dr. Marcos Vinicius Cunha,51,Apple,iPhone 15 Pro,1259.07,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2024-01-26,True,1,1,1,1,1,5,eBay
29298,Alban Bähr,28,Apple,iPhone 15 Pro,1314.7,EUR,0.93,3.0,Negative,Germany,German,2023-08-26,True,3,2,2,2,2,2,AliExpress
29299,Antony Peixoto,18,Realme,Realme Narzo 70,583.48,BRL,5.7,4.0,Positive,Brazil,Portuguese,2023-12-08,True,3,4,3,5,2,2,BestBuy
29300,Kathy Parker,24,Apple,iPhone 14,981.37,AED,3.67,5.0,Positive,UAE,English,2025-01-28,True,4,4,5,4,4,10,AliExpress
29301,Julia Porto,18,Xiaomi,Redmi Note 13,357.38,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2024-09-04,True,1,1,1,2,1,2,AliExpress
29302,Herr Karlheinz Möchlichen MBA.,21,Google,Pixel 8,544.93,EUR,0.93,5.0,Positive,Germany,German,2025-02-28,True,4,5,4,5,4,3,Flipkart
29303,Christine Elliott,29,Google,Pixel 6,763.35,AED,3.67,3.0,Positive,UAE,English,2024-08-23,False,3,1,2,1,4,5,AliExpress
29304,Mr Geoffrey Parkin,33,Google,Pixel 8,669.86,GBP,0.78,4.0,Neutral,UK,English,2023-02-14,False,4,3,5,4,4,1,eBay
29305,Michelle Watson,35,Samsung,Galaxy Note 20,1250.08,CAD,1.38,3.0,Positive,Canada,English,2025-09-26,True,2,2,2,2,4,6,Amazon
29306,Dominic Lloyd,20,Samsung,Galaxy A55,755.14,GBP,0.78,2.0,Positive,UK,English,2025-04-25,True,4,2,1,1,1,9,AliExpress
29307,Max Quinn,54,Motorola,Edge 50,419.97,USD,1.0,2.0,Neutral,USA,English,2023-04-03,True,2,2,1,2,2,1,BestBuy
29308,Girik Kala,39,Xiaomi,Mi 13 Pro,578.52,INR,83.0,1.0,Negative,India,Hindi,2022-12-14,True,2,1,1,1,1,1,Amazon
29309,Mr Shane Rogers,43,Google,Pixel 8,908.9,GBP,0.78,3.0,Positive,UK,English,2024-08-11,False,2,5,3,4,3,4,Amazon
29310,Felicitas Schleich-Rudolph,28,Xiaomi,Poco X6,317.77,EUR,0.93,2.0,Negative,Germany,German,2025-02-28,True,1,2,1,1,2,0,Flipkart
29311,Lunna Pimenta,35,Realme,Realme Narzo 70,448.53,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-09-11,True,2,2,2,2,2,6,eBay
29312,Dr. Dom Moraes,34,Realme,Realme Narzo 70,492.69,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-09-30,False,5,4,5,4,4,5,Amazon
29313,Dennis Ramirez,37,Motorola,Razr 40,286.22,AUD,1.53,4.0,Positive,Australia,English,2024-12-29,True,4,3,4,5,3,5,BestBuy
29314,Monica Collier,20,Motorola,Edge 50,606.33,USD,1.0,3.0,Positive,USA,English,2025-05-28,True,5,5,4,4,1,2,Flipkart
29315,Daniel Albuquerque,36,Apple,iPhone SE,1067.74,BRL,5.7,3.0,Positive,Brazil,Portuguese,2023-07-21,True,3,4,3,4,3,4,AliExpress
29316,Monica Malone,48,Apple,iPhone SE,999.89,AUD,1.53,3.0,Positive,Australia,English,2024-11-24,True,3,3,4,3,4,3,eBay
29317,Lonnie Nguyen,31,Realme,Realme 12 Pro,396.41,USD,1.0,5.0,Positive,USA,English,2023-09-01,True,4,3,4,4,4,1,BestBuy
29318,Michele Craig,27,Apple,iPhone 15 Pro,1415.24,AED,3.67,2.0,Negative,UAE,English,2025-07-30,True,3,2,2,2,1,2,AliExpress
29319,Lívia Câmara,25,OnePlus,OnePlus Nord 3,435.95,BRL,5.7,3.0,Positive,Brazil,Portuguese,2024-06-28,True,4,2,1,2,1,2,AliExpress
29320,Rebecca Munoz,30,Samsung,Galaxy S24,1386.3,CAD,1.38,1.0,Negative,Canada,English,2024-12-25,True,1,1,1,1,1,1,BestBuy
29321,Dr. Augusto da Paz,32,Xiaomi,Poco X6,289.97,BRL,5.7,5.0,Positive,Brazil,Portuguese,2023-11-04,False,5,3,4,5,4,6,eBay
29322,Chad Fowler,34,Xiaomi,Redmi Note 13,402.12,AED,3.67,1.0,Negative,UAE,English,2023-09-12,True,2,2,1,1,1,1,eBay
29323,Heather Evans,39,Samsung,Galaxy Note 20,905.775,CAD,1.38,4.0,Neutral,Canada,English,2023-02-01,True,3,4,4,3,4,2,Amazon
29324,Austin Weiss,31,Samsung,Galaxy Note 20,598.32,AED,3.67,4.0,Positive,UAE,English,2023-04-09,True,3,3,5,2,3,2,Flipkart
29325,Ira Vollbrecht,37,Realme,Realme 12 Pro,590.43,EUR,0.93,4.0,Positive,Germany,German,2025-03-23,True,2,4,2,5,3,2,eBay
29326,Todd Martinez,53,Xiaomi,Mi 13 Pro,586.05,USD,1.0,5.0,Positive,USA,English,2022-10-23,True,5,5,5,4,3,4,eBay
29327,Phyllis Knight,30,Samsung,Galaxy A55,778.02,CAD,1.38,1.0,Negative,Canada,English,2023-01-11,True,1,1,1,1,2,2,eBay
29328,Vassilios Wähner,37,OnePlus,OnePlus Nord 3,386.15,EUR,0.93,4.0,Positive,Germany,German,2023-09-17,True,2,4,3,4,2,9,eBay
29329,David Johnson,26,Realme,Realme 12 Pro,217.04,USD,1.0,3.0,Neutral,USA,English,2024-09-10,True,3,2,3,2,2,2,Amazon
29330,Dominic Jones,24,OnePlus,OnePlus 12,360.27,AUD,1.53,2.0,Neutral,Australia,English,2023-08-01,True,3,1,2,4,2,1,BestBuy
29331,David Suarez,27,Apple,iPhone 13,825.76,USD,1.0,2.0,Positive,USA,English,2025-02-01,False,2,2,2,3,2,7,eBay
29332,Michael Ramirez,44,Google,Pixel 8,1048.67,AUD,1.53,4.0,Negative,Australia,English,2025-04-06,True,4,2,3,5,4,3,eBay
29333,Lilly Löwer,32,Apple,iPhone SE,1114.94,EUR,0.93,2.0,Negative,Germany,German,2023-05-06,True,1,2,1,3,1,2,BestBuy
29334,Wayne Bird,25,OnePlus,OnePlus 11R,822.13,AUD,1.53,1.0,Neutral,Australia,English,2025-01-21,True,1,2,1,1,1,4,Amazon
29335,Breanna Johnson,20,Realme,Realme Narzo 70,387.24,AED,3.67,4.0,Positive,UAE,English,2023-08-11,True,5,5,3,3,3,2,BestBuy
29336,James Pierce,18,Samsung,Galaxy Z Flip,514.36,AED,3.67,2.0,Negative,UAE,English,2022-11-19,True,3,1,1,2,3,3,AliExpress
29337,Chaaya Kibe,33,Xiaomi,Mi 13 Pro,235.98,INR,83.0,2.0,Neutral,India,Hindi,2025-05-25,True,3,2,1,2,2,1,eBay
29338,Henrique Almeida,31,OnePlus,OnePlus Nord 3,787.55,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-05-16,True,5,4,3,5,4,3,BestBuy
29339,Tammy Abbott,18,Google,Pixel 8,949.34,CAD,1.38,3.0,Neutral,Canada,English,2024-09-06,True,1,2,4,2,4,1,Amazon
29340,Alka Sehgal,33,Xiaomi,Poco X6,417.6,INR,83.0,2.0,Negative,India,Hindi,2025-06-03,False,1,3,2,2,1,4,Amazon
29341,Kathryn Johnson,42,Apple,iPhone 15 Pro,960.31,CAD,1.38,2.0,Neutral,Canada,English,2023-07-21,False,2,4,1,1,2,1,eBay
29342,João Vitor Siqueira,18,Xiaomi,Redmi Note 13,450.8,BRL,5.7,1.0,Neutral,Brazil,Portuguese,2025-03-10,True,1,1,1,1,1,4,Amazon
29343,Timothy Tucker,23,Apple,iPhone 14,883.37,USD,1.0,4.0,Positive,USA,English,2022-12-08,True,3,5,3,3,4,4,BestBuy
29344,Watika Malhotra,19,Xiaomi,Mi 13 Pro,691.2,INR,83.0,4.0,Positive,India,Hindi,2023-12-11,False,4,3,5,4,4,2,BestBuy
29345,Ayushman Maharaj,18,OnePlus,OnePlus 12,460.56,INR,83.0,3.0,Neutral,India,Hindi,2023-12-16,True,4,4,1,2,3,3,Flipkart
29346,Andrew Gonzalez,44,OnePlus,OnePlus Nord 3,482.89,USD,1.0,4.0,Positive,USA,English,2024-09-28,True,5,4,3,1,2,5,AliExpress
29347,Benjamin Sampaio,43,Motorola,Edge 50,694.64,BRL,5.7,2.0,Negative,Brazil,Portuguese,2023-10-02,False,2,3,1,1,2,1,Amazon
